text,category
The Borrower may request an adjustment of the remaining 120 months tenure subject to Bank loan servicing policies.,Loan Tenure
Mandatory Condition: A certified salary slip stamped by the employer along with Form 16 must be provided prior to final disbursement release.,Documentation
"Clause 29: Each monthly EMI of Rs. 85,000 shall be deducted automatically via electronic standing instruction from the designated bank account.",EMI
"Mandatory Condition: A loan account reactivation fee of Rs. 1,500 will be applied if the loan account falls into inoperative dormant status.",Hidden Charges
Special Covenant: The loan sanction is contingent upon securing adequate loan shield insurance covering the entire tenure of the credit facility.,Insurance
"Important Stipulation: In case of default in payment of any monthly installment on the due date, a late payment fee of Rs. 1,200 plus 36.0% p.a. will be levied.",Late Fee
"Clause 45: Any representation or warranty proving to be false or misleading will incur an immediate breach penalty of Rs. 25,000.",Penalty
Special Covenant: Periodic automated credit score reviews will be conducted by the bank to assess ongoing risk and exposure health.,Credit Score
"Borrower Undertaking: A minimum threshold of INR 10,000 is required for making any advance prepayment against outstanding principal.",Prepayment
"General Obligation: A loan account reactivation fee of Rs. 2,500 will be applied if the loan account falls into inoperative dormant status.",Hidden Charges
Terms and Conditions: Persistent payment delay exceeding 30 calendar days shall attract default penal interest of 3.0% above regular interest rates.,Late Fee
"The Borrower shall remit a monthly installment of Rs. 68,200 covering principal repayment and accrued monthly interest.",EMI
Terms and Conditions: The borrower agrees to renew the insurance coverage annually and submit proof of premium payment to the Lender 15 days before expiry.,Insurance
"Special Covenant: This loan agreement shall be governed by, and construed in all respects in accordance with, the laws of the Republic of India.",Other
"Special Covenant: A mandatory group loan protection insurance premium of INR 52,000 shall be debited and added to the principal balance.",Insurance
Section 30.2: Any request for tenure extension beyond the contracted 36 months shall be subject to fresh credit underwriting.,Loan Tenure
"Terms and Conditions: In case of default in payment of any monthly installment on the due date, a late payment fee of Rs. 1,000 plus 24.0% p.a. will be levied.",Late Fee
"Terms and Conditions: The Lender shall report payment performance, defaults, and overdue status to all statutory Credit Information Companies monthly.",Credit Score
Terms and Conditions: Interest charges will accrue from the exact date of loan disbursement at the rate of 18.00% per annum.,Interest Rate
"Section 1.5: The borrower shall indemnify the Bank for all recovery agency costs, legal counsel fees, and litigation expenses incurred.",Penalty
Terms and Conditions: Breach of any financial covenant or negative pledge shall attract a liquidated damages penalty of 3.0% per annum.,Penalty
"Section 45.1: The Lender shall report payment performance, defaults, and overdue status to all statutory Credit Information Companies monthly.",Credit Score
Clause 11: A reduction in the borrower's credit score below 725 grants the Lender the right to demand additional collateral security.,Credit Score
Section 22.3: Overdue monthly balances shall attract late payment charges at the rate of 28.0% per month until the default is fully cured.,Late Fee
"General Obligation: The Borrower shall pay an upfront loan processing charge of INR 10,000 plus applicable Goods and Services Tax (GST).",Processing Fee
"Section 2.6: The rate of interest chargeable shall be 16.50% p.a., subject to revision following Reserve Bank of India policy revisions.",Interest Rate
Borrower Undertaking: The Borrower may claim tax deductions on principal repayments under Section 80C and interest payments under Section 24(b) of the IT Act.,Tax
Section 5.8: No waiver by the Bank of any default by the Borrower shall operate as a waiver of any subsequent breach or default.,Other
"The calculated EMI for this personal credit facility is fixed at Rs. 4,500 payable on the 10th of every repayment cycle.",EMI
Important Stipulation: Individual borrowers servicing floating interest rate advances may make prepayments without any prepayment penalty or lock-in fee.,Prepayment
Important Stipulation: Individual borrowers servicing floating interest rate advances may make prepayments without any prepayment penalty or lock-in fee.,Prepayment
Clause 4: Persistent payment delay exceeding 30 calendar days shall attract default penal interest of 36.0% above regular interest rates.,Late Fee
"Terms and Conditions: Any representation or warranty proving to be false or misleading will incur an immediate breach penalty of Rs. 2,000.",Penalty
General Obligation: Interest shall be calculated on the daily reducing balance method at the rate of 10.75% compounded on a monthly basis.,Interest Rate
"Mandatory Condition: Upon receipt of part-prepayment, the lender will recalculate the amortization schedule and provide a revised repayment table.",Prepayment
"Clause 19: Failure to maintain sufficient funds for the monthly installment of INR 8,250 will trigger immediate electronic presentation dishonor.",EMI
Mandatory Condition: The Borrower's credit score must be at least 780 as reported by CIBIL or Experian at the time of formal underwriting.,Credit Score
Mandatory Condition: The loan sanction is contingent upon securing adequate loan shield insurance covering the entire tenure of the credit facility.,Insurance
Terms and Conditions: A reduction in the borrower's credit score below 750 grants the Lender the right to demand additional collateral security.,Credit Score
Special Covenant: Any default exceeding 30 days delinquency will be reported to credit bureaus and may severely impair the borrower's credit rating.,Credit Score
Special Covenant: The effective annual percentage rate (APR) is calculated as 9.10% inclusive of all underlying margin spreads and capital charges.,Interest Rate
"Terms and Conditions: This loan agreement shall be governed by, and construed in all respects in accordance with, the laws of the Republic of India.",Other
Special Covenant: Interest charges will accrue from the exact date of loan disbursement at the rate of 14.25% per annum.,Interest Rate
Borrower Undertaking: The borrower may prepay up to 25% of principal annually; prepayments exceeding this threshold shall attract a 2.0% fee.,Prepayment
